outcome_datasets	outcome_trait	num_assoc_loci	outcome_trait_efo	outcome_data_source
NEALE2_20002_1657	Septicaemia / sepsis | non-cancer illness code, self-reported	1	HP_0100806	UK Biobank
NEALE2_20003_1140852948	Calcium+vitamin d 500units tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140860802	Coversyl 2mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140860904	Trandolapril | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862060	Ventolin 2mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862086	Salamol 100micrograms inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862144	Salmeterol | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862168	Bricanyl 250mcg inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862266	Phyllocontin continus 225mg m/r tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862380	Becloforte 250micrograms inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862382	Becotide 50 inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862526	Sodium cromoglycate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862770	Zirtek 10mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140862776	Clarityn 10mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140863202	Temazepam | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140864070	Kapake tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140864286	Flixotide 25micrograms inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140864734	Combivent inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865010	Viscotears liquid eye gel | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865336	Spasmonal 60mg capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865354	Gaviscon liquid | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865394	Hyoscine butylbromide | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865414	Peppermint oil product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865668	Sulphasalazine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865670	Salazopyrin 500mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865786	Bisacodyl | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140865872	Magnesium citrate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140866122	Bendrofluazide | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140867726	Lofepramine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140867818	Nortriptyline | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140867878	Sertraline | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140868772	Didronel 200mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140869930	Azathioprine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140870390	Ferrous sulphate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140870488	Forceval capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140871052	Calcium carbonate+cholecalciferol 1.25g/5micrograms tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140871168	Voltarol 25mg e/c tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140871688	Solpadol caplet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140872036	Paramax tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140872072	Tegretol 100mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140873966	Trimethoprim | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140874852	Thyroxine sodium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140875840	Timolol 0.25% eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140876076	Flixonase 50micrograms aqueous nasal spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140876136	Beconase 50micrograms nasal spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140876592	Multivitamin+mineral preparations | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140877826	Sodium bicarbonate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879392	Manevac granules | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879404	Docusate sodium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879494	Metoclopramide | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879540	Fluoxetine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879644	Amantadine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140879792	Terbutaline | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140880086	Calcipotriol | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140881320	Magnesium carbonate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140881446	Proctosedyl ointment | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140881472	Lacri-lube eye ointment | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140881882	Timoptol 0.25% eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140882728	Otomize ear spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140883476	Procyclidine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140883504	Cetirizine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140883748	Selenium product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140884412	Sumatriptan | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140884696	Clobetasone | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888098	Fluticasone | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888362	Pyridoxine preparation | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888386	Iron product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888390	Ferrous salt product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888648	Pravastatin | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140888758	Penicillin v | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140909482	Opticrom allergy eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140909786	Beclometasone | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140909806	Dosulepin | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140910814	Sodium thyroxine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140911640	Lecithin product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140911754	Anadin tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140916282	Venlafaxine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140916980	Zantac 75 tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140917034	Airomir 100micrograms cfc-free inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140921828	Dicloflex 25mg e/c tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140922174	Alendronate sodium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140922714	Dorzolamide | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140923336	Co-tenidone | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140923346	Co-codamol | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140923688	Zoton 15mg capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140926732	Meloxicam | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140927086	Arthrotec 50 tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140927320	Dermol 500 lotion | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140927730	Epaderm ointment | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1140928274	Ropinirole | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141145630	Nitromin 400micrograms cfc-free spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141145668	Diovan 40mg capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141145812	Minerals - magnesium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141146198	Xalatan 0.005% eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141146606	Calcium carbonate+cholecalciferol 1.25g/200iu tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141150750	Brimonidine tartrate | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141151016	Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141152590	Glimepiride | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141152732	Mirtazapine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141152848	Quetiapine | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141153242	Balsalazide disodium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141156836	Candesartan cilexetil | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141157132	Singulair 10mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141157402	Prednisolone product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141157458	Hypromellose product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141157486	Salbutamol product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141167594	Qvar 50 inhaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141167708	Beclomist 50micrograms nasal spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141167932	Rizatriptan | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141168108	Isotard 25xl m/r tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141169520	Cosopt 2%/0.5% eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141169844	Dexamethasone+hypromellose 0.1%/0.5% eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141171152	Cardicor 1.25mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141172698	Monomax xl 60mg m/r tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141172838	Depakote 250mg e/c tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141172918	Celluvisc 1% single-use eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141174032	Doublebase gel | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141174508	Reductil 10mg capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141174520	Symbicort 100/6 turbohaler | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141176288	Azopt 10mg/ml eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141176570	Fosamax 5mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141178052	Zapain caplet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141179914	Bimatoprost | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141179920	Lumigan 0.3mg/ml eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141179974	Cozaar 25mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141180140	Etoricoxib | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141180212	Escitalopram | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141180314	Ibandronic acid | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141180936	Calcium carbonate+colecalciferol 1.25g/5micrograms tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141181868	Omacor 1g capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141182628	Tiotropium | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141182632	Spiriva 18micrograms inhalation capsule | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141185326	Travatan 40micrograms/ml eye drops | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141187230	Care cetirizine hayfever relief 10mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141187776	Nurofen 200mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141192916	Rino clenil 50micrograms nasal spray | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141193346	Olmetec 10mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141194224	Allergy relief antihistamine 4mg tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141199858	Cardioplen xl 5mg m/r tablet | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1141200322	Solifenacin | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1189	Co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10 | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1199	Food supplement/plant/herbal extract | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20003_1203	Aloe vera product | treatment/medication code	1	EFO_0007010	UK Biobank
NEALE2_20001_99999	Unclassifiable | cancer code, self-reported	1	NA	UK Biobank
NEALE2_20002_1072	Essential hypertension | non-cancer illness code, self-reported	1	EFO_1002032	UK Biobank
NEALE2_20002_1134	Oesophageal disorder | non-cancer illness code, self-reported	1	EFO_0000405	UK Biobank
NEALE2_20002_1137	Other abdominal problem | non-cancer illness code, self-reported	1	EFO_0003766	UK Biobank
NEALE2_20002_1289	Schizophrenia | non-cancer illness code, self-reported	1	EFO_0000692	UK Biobank
NEALE2_20002_1454	Blistering/desquamating skin disorder | non-cancer illness code, self-reported	1	EFO_1000673	UK Biobank
NEALE2_20002_1499	Labyrinthitis | non-cancer illness code, self-reported	1	MONDO_0002008	UK Biobank
NEALE2_20002_1613	Blepharitis / eyelid infection | non-cancer illness code, self-reported	1	HP_0000498	UK Biobank
NEALE2_20003_1140861924	Bezafibrate | treatment/medication code	1	CHEBI_47612	UK Biobank
NEALE2_20003_1140865578	Mesalazine | treatment/medication code	1	CHEBI_6775	UK Biobank
NEALE2_20003_1140866116	Frusemide | treatment/medication code	1	CHEBI_47426	UK Biobank
NEALE2_20003_1140872694	Flucloxacillin | treatment/medication code	1	CHEBI_5098	UK Biobank
NEALE2_20003_1140874370	Aciclovir | treatment/medication code	1	CHEBI_2453	UK Biobank
NEALE2_20003_1140874896	Hydrocortisone | treatment/medication code	1	CHEBI_17650	UK Biobank
NEALE2_20003_1140874930	Prednisolone | treatment/medication code	1	CHEBI_8378	UK Biobank
NEALE2_20003_1140882498	Penicillin | treatment/medication code	1	CHEBI_18208	UK Biobank
NEALE2_20003_1140888502	Amiodarone | treatment/medication code	1	CHEBI_2663	UK Biobank
NEALE2_20003_1140888646	Felodipine | treatment/medication code	1	CHEBI_585948	UK Biobank
NEALE2_20003_1140909702	Sulfasalazine | treatment/medication code	1	CHEBI_9334	UK Biobank
NEALE2_20003_1140909790	Chlorphenamine | treatment/medication code	1	CHEBI_52010	UK Biobank
NEALE2_20003_1140909936	Indometacin | treatment/medication code	1	CHEBI_49662	UK Biobank
NEALE2_20003_1140911642	Tacrolimus | treatment/medication code	1	CHEBI_61057	UK Biobank
NEALE2_20003_1140916356	Losartan | treatment/medication code	1	CHEBI_6541	UK Biobank
NEALE2_20003_1140928916	Olanzapine | treatment/medication code	1	CHEBI_7735	UK Biobank
NEALE2_20003_1141176662	Celecoxib | treatment/medication code	1	CHEBI_41423	UK Biobank
NEALE2_20003_1141180226	Amoxicillin | treatment/medication code	1	CHEBI_2676	UK Biobank
NEALE2_20003_1141193282	Olmesartan | treatment/medication code	1	CHEBI_48416	UK Biobank
NEALE2_20003_2038459704	Carbamazepine | treatment/medication code	1	CHEBI_3387	UK Biobank
NEALE2_20003_2038459814	Digoxin | treatment/medication code	1	CHEBI_4551	UK Biobank
NEALE2_20003_2038460076	Phenytoin | treatment/medication code	1	CHEBI_8107	UK Biobank
NEALE2_20002_1420	Otosclerosis | non-cancer illness code, self-reported	1	EFO_0004213	UK Biobank
NEALE2_20002_1421	Meniere's disease | non-cancer illness code, self-reported	1	EFO_0006862	UK Biobank
NEALE2_20002_1165	Pancreatitis | non-cancer illness code, self-reported	1	EFO_0000278	UK Biobank
NEALE2_20002_1156	Infective/viral hepatitis | non-cancer illness code, self-reported	1	EFO_0004196	UK Biobank
NEALE2_20002_1308	Osteomyelitis | non-cancer illness code, self-reported	1	EFO_0003102	UK Biobank
NEALE2_20002_1398	Pneumonia | non-cancer illness code, self-reported	1	EFO_0003106	UK Biobank
NEALE2_20002_1439	Hiv/aids | non-cancer illness code, self-reported	1	EFO_0000764	UK Biobank
NEALE2_20002_1441	Malaria | non-cancer illness code, self-reported	1	EFO_0001068	UK Biobank
NEALE2_20002_1526	Polio / poliomyelitis | non-cancer illness code, self-reported	1	EFO_0007450	UK Biobank
NEALE2_20002_1568	Measles / morbillivirus | non-cancer illness code, self-reported	1	EFO_0007377, EFO_1002025	UK Biobank
NEALE2_20002_1569	Mumps / epidemic parotitis | non-cancer illness code, self-reported	1	EFO_0007383	UK Biobank
NEALE2_20002_1570	Rubella / german measles | non-cancer illness code, self-reported	1	EFO_1002026	UK Biobank
NEALE2_20002_1573	Shingles | non-cancer illness code, self-reported	1	EFO_0006510	UK Biobank
NEALE2_20002_1575	Herpes simplex | non-cancer illness code, self-reported	1	EFO_1002022	UK Biobank
NEALE2_20002_1578	Hepatitis a | non-cancer illness code, self-reported	1	EFO_0007305	UK Biobank
NEALE2_20002_1256	Acute infective polyneuritis/guillain-barre syndrome | non-cancer illness code, self-reported	1	EFO_0007292	UK Biobank
NEALE2_20002_1385	Allergy or anaphylactic reaction to food | non-cancer illness code, self-reported	1	EFO_1001890	UK Biobank
NEALE2_20002_1437	Myasthenia gravis | non-cancer illness code, self-reported	1	EFO_0004991	UK Biobank
NEALE2_20002_1076	Heart failure/pulmonary odema | non-cancer illness code, self-reported	1	EFO_0003144	UK Biobank
NEALE2_20002_1077	Heart arrhythmia | non-cancer illness code, self-reported	1	EFO_0004269	UK Biobank
NEALE2_20002_1079	Cardiomyopathy | non-cancer illness code, self-reported	1	EFO_0000318	UK Biobank
NEALE2_20002_1080	Pericardial problem | non-cancer illness code, self-reported	1	EFO_0007427	UK Biobank
NEALE2_20002_1083	Subdural haemorrhage/haematoma | non-cancer illness code, self-reported	1	HP_0100309	UK Biobank
NEALE2_20002_1086	Subarachnoid haemorrhage | non-cancer illness code, self-reported	1	EFO_0000713	UK Biobank
NEALE2_20002_1087	Leg claudication/ intermittent claudication | non-cancer illness code, self-reported	1	EFO_0003876	UK Biobank
NEALE2_20002_1485	Irregular heart beat | non-cancer illness code, self-reported	1	EFO_0004269	UK Biobank
NEALE2_20002_1491	Brain haemorrhage | non-cancer illness code, self-reported	1	EFO_0000551	UK Biobank
NEALE2_20002_1561	Raynaud's phenomenon/disease | non-cancer illness code, self-reported	1	EFO_1001145	UK Biobank
NEALE2_20002_1246	Encephalitis | non-cancer illness code, self-reported	1	EFO_0001423	UK Biobank
NEALE2_20002_1251	Spinal cord disorder | non-cancer illness code, self-reported	1	EFO_0009488	UK Biobank
NEALE2_20002_1255	Peripheral neuropathy | non-cancer illness code, self-reported	1	EFO_0003100	UK Biobank
NEALE2_20002_1286	Depression | non-cancer illness code, self-reported	1	EFO_0003761	UK Biobank
NEALE2_20002_1287	Anxiety/panic attacks | non-cancer illness code, self-reported	1	EFO_0006788	UK Biobank
NEALE2_20002_1394	Peripheral nerve injury | non-cancer illness code, self-reported	1	EFO_0009510	UK Biobank
NEALE2_20002_1468	Diabetic neuropathy/ulcers | non-cancer illness code, self-reported	1	EFO_1000783	UK Biobank
NEALE2_20002_1470	Anorexia/bulimia/other eating disorder | non-cancer illness code, self-reported	1	EFO_0005203	UK Biobank
NEALE2_20002_1200	Ureteric obstruction/hydronephrosis | non-cancer illness code, self-reported	1	EFO_0005562	UK Biobank
NEALE2_20002_1381	Systemic lupus erythematosis/sle | non-cancer illness code, self-reported	1	EFO_0002690	UK Biobank
NEALE2_20002_1427	Polycystic kidney | non-cancer illness code, self-reported	1	EFO_0008620	UK Biobank
NEALE2_20002_1242	Eye/eyelid problem | non-cancer illness code, self-reported	1	EFO_0003966	UK Biobank
NEALE2_20002_1281	Retinal detachment | non-cancer illness code, self-reported	1	EFO_0005773	UK Biobank
NEALE2_20002_1529	Dry eyes | non-cancer illness code, self-reported	1	EFO_1000906	UK Biobank
NEALE2_20002_1229	Parathyroid gland problem (not cancer) | non-cancer illness code, self-reported	1	EFO_0005754	UK Biobank
NEALE2_20002_1234	Adrenocortical insufficiency/addison's disease | non-cancer illness code, self-reported	1	EFO_0009491	UK Biobank
NEALE2_20001_1001	Lung cancer | cancer code, self-reported	1	EFO_0001071	UK Biobank
NEALE2_20001_1006	Larynx/throat cancer | cancer code, self-reported	1	EFO_0003817	UK Biobank
NEALE2_20001_1011	Tongue cancer | cancer code, self-reported	1	EFO_0003871	UK Biobank
NEALE2_20001_1020	Large bowel cancer/colorectal cancer | cancer code, self-reported	1	EFO_1001951	UK Biobank
NEALE2_20001_1023	Rectal cancer | cancer code, self-reported	1	EFO_1000657	UK Biobank
NEALE2_20001_1030	Eye and/or adnexal cancer | cancer code, self-reported	1	EFO_0003824	UK Biobank
NEALE2_20001_1048	Leukaemia | cancer code, self-reported	1	EFO_0000565	UK Biobank
NEALE2_20001_1050	Multiple myeloma | cancer code, self-reported	1	EFO_0001378	UK Biobank
NEALE2_20001_1052	Hodgkins lymphoma / hodgkins disease | cancer code, self-reported	1	EFO_0000183	UK Biobank
NEALE2_20001_1062	Squamous cell carcinoma | cancer code, self-reported	1	EFO_0000707	UK Biobank
NEALE2_20001_1063	Primary bone cancer | cancer code, self-reported	1	EFO_0003820	UK Biobank
NEALE2_20001_1065	Thyroid cancer | cancer code, self-reported	1	EFO_0002892	UK Biobank
